customerID,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Cliente,Servico_Celular,Linhas_Adicionais,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,TV_Streaming,Filmes_Streaming,Contrato,Faturamento_Sem_Papel,Metodo_de_Pagamento,Faturamento_Mensal,Faturamento_Total,Contas_Diarias,Churn_Num
4544-RXFMG,Não,Masculino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,1 Ano,Sim,Cheque Enviado,43.45,345.5,1.4483333333333335,0
4546-FOKWR,Não,Feminino,Não,Não,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),74.75,1129.35,2.4916666666666667,0
4547-FZJWE,Não,Masculino,Não,Sim,Sim,55,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,1 Ano,Não,Cartão de Crédito (Automático),59.45,3157,1.9816666666666667,0
4547-KQRTM,Sim,Feminino,Não,Não,Não,10,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),80.05,830.7,2.6683333333333334,1
4547-LYTDD,Sim,Feminino,Não,Não,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,72.65,1194.3,2.421666666666667,1
4548-SDBKE,Sim,Feminino,Não,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,85.2,474.8,2.8400000000000003,1
4549-ZDQYY,Não,Feminino,Não,Não,Não,52,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,1 Ano,Não,Cartão de Crédito (Automático),57.95,3042.25,1.9316666666666669,0
4550-EVXNY,Sim,Feminino,Não,Não,Sim,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,69.65,69.65,2.3216666666666668,1
4550-VBOFE,Sim,Masculino,Sim,Sim,Não,70,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,102.95,7101.5,3.4316666666666666,1
4553-DVPZG,Não,Feminino,Não,Sim,Não,62,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,101.35,6164.7,3.378333333333333,0
4554-YGZIH,Sim,Masculino,Sim,Sim,Não,49,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito (Automático),90.05,4547.25,3.0016666666666665,1
4558-CGYCZ,Não,Masculino,Não,Não,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.75,78.3,0.6583333333333333,0
4558-FANTW,Sim,Feminino,Não,Sim,Sim,17,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Cheque Eletrônico,91.85,1574.45,3.0616666666666665,1
4559-UWIHT,Não,Masculino,Não,Sim,Não,14,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,82.65,1185,2.7550000000000003,0
4560-WQAQW,Não,Feminino,Não,Não,Não,59,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,1 Ano,Não,Transferência Bancária (Automática),68.7,4070.95,2.29,0
4565-EVZMJ,Não,Feminino,Não,Não,Não,47,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,1 Ano,Sim,Cheque Enviado,58.9,2813.05,1.9633333333333334,0
4565-NLZBV,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),24.65,1710.15,0.8216666666666667,0
4566-GOLUK,Sim,Masculino,Não,Sim,Sim,47,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),107.35,5118.95,3.578333333333333,1
4566-NECEV,Não,Masculino,Não,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,96.55,500.1,3.2183333333333333,0
4566-QVRRW,Sim,Feminino,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,44.05,483.7,1.4683333333333333,1
4567-AKPIA,Não,Feminino,Não,Sim,Sim,41,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),109.1,4454.25,3.6366666666666663,0
4568-KNYWR,Não,Masculino,Não,Não,Não,52,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,2 Anos,Sim,Cartão de Crédito (Automático),63.25,3342.45,2.1083333333333334,0
4568-TTZRT,Não,Masculino,Não,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,20.4,181.8,0.6799999999999999,0
4570-QHXHL,Não,Feminino,Não,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,43.75,405.7,1.4583333333333333,0
4572-DVCGN,Sim,Feminino,Não,Não,Não,10,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferência Bancária (Automática),80.25,846,2.675,1
4573-JKNAE,Não,Masculino,Não,Não,Sim,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),19.35,212.3,0.645,0
4576-CSAJH,Sim,Masculino,Não,Não,Não,22,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),55.15,1193.05,1.8383333333333334,1
4578-PHJYZ,Não,Masculino,Não,Sim,Sim,52,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,1 Ano,Sim,Cheque Eletrônico,68.75,3482.85,2.2916666666666665,0
4580-TMHJU,Sim,Feminino,Não,Sim,Sim,43,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque Eletrônico,56.15,2499.3,1.8716666666666666,1
4581-LNWUM,Não,Feminino,Não,Não,Não,13,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque Eletrônico,49.15,649.4,1.6383333333333332,0
4581-SSPWD,Sim,Feminino,Não,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,75.8,246.3,2.5266666666666664,1
4583-PARNH,Não,Masculino,Sim,Sim,Não,16,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cheque Eletrônico,91.55,1540.05,3.0516666666666667,0
4584-LBNMK,Não,Masculino,Sim,Sim,Não,45,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),24.7,1174.35,0.8233333333333334,0
4585-HETAI,Sim,Feminino,Não,Sim,Sim,4,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,73.75,325.45,2.4583333333333335,1
4587-NUKOX,Sim,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,79.1,246.5,2.6366666666666663,1
4587-VVTOX,Sim,Feminino,Não,Sim,Não,6,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,105.3,545.2,3.51,1
4588-YBNIB,Sim,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.6,19.6,0.6533333333333334,1
4589-IUAJB,Não,Masculino,Não,Sim,Não,70,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),24.25,1724.15,0.8083333333333333,0
4592-IWTJI,Sim,Feminino,Não,Sim,Sim,3,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (Automático),29.7,91.7,0.99,1
4597-ELFTS,Sim,Masculino,Não,Não,Não,56,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Eletrônico,24.9,1334,0.83,1
4597-NUCQV,Sim,Masculino,Sim,Não,Não,24,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,101.25,2440.15,3.375,1
4598-XLKNJ,Sim,Feminino,Sim,Sim,Não,25,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,98.5,2514.5,3.283333333333333,1
4598-ZADCK,Não,Feminino,Não,Não,Não,53,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,1 Ano,Sim,Cheque Eletrônico,53.6,2879.2,1.7866666666666666,0
4603-JANFB,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,69.85,69.85,2.328333333333333,1
4607-CHPCA,Sim,Masculino,Não,Sim,Sim,25,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,90.4,2178.6,3.0133333333333336,1
4608-LCIMN,Não,Masculino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência Bancária (Automática),44.65,369.15,1.4883333333333333,0
4609-KNNWG,Não,Feminino,Não,Sim,Sim,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.9,550.1,0.6633333333333333,0
4611-ANLQC,Não,Feminino,Não,Sim,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Sim,1 Ano,Não,Cheque Eletrônico,50.05,2911.5,1.6683333333333332,0
4612-SSVHJ,Não,Feminino,Sim,Não,Não,20,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,81.45,1671.6,2.7150000000000003,0
4612-THJBS,Sim,Feminino,Sim,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),104.75,5510.65,3.4916666666666667,1
4614-NUVZD,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,81.1,81.1,2.703333333333333,1
4615-PIVVU,Não,Feminino,Não,Não,Não,42,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Sim,2 Anos,Não,Cartão de Crédito (Automático),66.5,2762.75,2.216666666666667,0
4616-EWBNJ,Não,Feminino,Não,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),20.1,318.6,0.67,0
4616-ULAOA,Não,Feminino,Não,Sim,Sim,65,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),110.8,7245.9,3.6933333333333334,0
4619-EVPHY,Não,Feminino,Sim,Sim,Não,20,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),91.0,1859.5,3.033333333333333,0
4622-YNKIJ,Não,Masculino,Não,Não,Não,33,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Não,2 Anos,Sim,Cheque Eletrônico,88.95,3027.65,2.9650000000000003,0
4623-ZKHLY,Não,Masculino,Não,Sim,Não,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Transferência Bancária (Automática),20.45,471.55,0.6816666666666666,0
4625-EWPTF,Sim,Masculino,Não,Não,Não,8,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,30.45,226.45,1.015,1
4625-LAMOB,Não,Masculino,Não,Não,Não,44,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),20.4,905.55,0.6799999999999999,0
4625-XMOYM,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),26.25,1988.05,0.875,0
4626-GYCZP,Sim,Masculino,Não,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,93.85,635.6,3.128333333333333,1
4626-OZDTJ,Não,Feminino,Não,Sim,Não,51,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,1 Ano,Sim,Cartão de Crédito (Automático),78.65,3950.85,2.621666666666667,0
4627-MIHJH,Não,Feminino,Sim,Não,Não,69,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),110.25,7467.55,3.675,0
4628-CTTLA,Sim,Masculino,Não,Não,Não,57,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,39.3,2111.45,1.3099999999999998,1
4628-WQCQQ,Sim,Masculino,Não,Não,Sim,35,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,1 Ano,Sim,Cheque Eletrônico,85.15,3030.6,2.8383333333333334,1
4629-NRXKX,Sim,Feminino,Não,Sim,Sim,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,70.4,147.15,2.3466666666666667,1
4631-OACRM,Sim,Masculino,Sim,Não,Não,15,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,79.4,1156.1,2.646666666666667,1
4632-PAOYU,Não,Masculino,Não,Sim,Sim,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.95,433.5,0.6649999999999999,0
4632-XJMEX,Não,Masculino,Não,Não,Sim,53,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,1 Ano,Não,Cartão de Crédito (Automático),62.85,3419.5,2.095,0
4633-MKHYU,Não,Feminino,Não,Não,Não,9,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Enviado,88.4,788.6,2.9466666666666668,0
4634-JLRJT,Não,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.35,20.35,0.6783333333333333,0
4635-EJYPD,Não,Masculino,Não,Sim,Sim,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,18.95,613.95,0.6316666666666666,0
4636-JGAAI,Não,Masculino,Não,Sim,Não,34,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque Enviado,88.85,3000.25,2.9616666666666664,0
4636-OLWOE,Não,Masculino,Não,Não,Sim,54,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,1 Ano,Sim,Cheque Eletrônico,61.0,3283.05,2.033333333333333,0
4636-QRJKY,Sim,Feminino,Não,Sim,Sim,6,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,80.5,502.85,2.683333333333333,1
4636-TVXVG,Não,Masculino,Não,Sim,Sim,62,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),19.95,1244.8,0.6649999999999999,0
4640-UHDOS,Sim,Feminino,Não,Sim,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,55.95,734.35,1.865,1
4641-FROLU,Não,Feminino,Não,Sim,Sim,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,19.3,602.9,0.6433333333333333,0
4644-OBGFZ,Não,Masculino,Não,Sim,Sim,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.5,1026.35,0.65,0
4644-PIZRT,Não,Masculino,Não,Sim,Sim,17,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,1 Ano,Sim,Transferência Bancária (Automática),70.35,1201.65,2.3449999999999998,0
4646-QZXTF,Não,Feminino,Não,Sim,Não,7,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Transferência Bancária (Automática),81.25,580.1,2.7083333333333335,0
4647-MUZON,Não,Feminino,Não,Sim,Não,18,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),95.95,1745.5,3.1983333333333333,0
4647-XXZAM,Não,Feminino,Não,Sim,Sim,6,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Enviado,45.5,285.2,1.5166666666666666,0
4648-YPBTM,Não,Masculino,Não,Não,Não,53,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,2 Anos,Sim,Transferência Bancária (Automática),73.9,3958.25,2.4633333333333334,0
4652-NNHNY,Sim,Masculino,Não,Sim,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),73.85,1284.2,2.4616666666666664,1
4652-ODEVH,Não,Masculino,Não,Sim,Sim,45,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,24.45,1088.25,0.815,0
4654-DLAMQ,Não,Feminino,Sim,Sim,Não,64,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,1 Ano,Não,Transferência Bancária (Automática),97.0,6430.9,3.2333333333333334,0
4654-GGUII,Não,Feminino,Não,Não,Não,18,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,1 Ano,Sim,Cheque Enviado,40.2,711.95,1.34,0
4654-ULTTN,Não,Masculino,Não,Sim,Não,70,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,2 Anos,Sim,Cartão de Crédito (Automático),74.8,5315.8,2.493333333333333,0
4656-CAURT,Não,Masculino,Não,Não,Não,69,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),23.95,1713.1,0.7983333333333333,0
4657-FWVFY,Não,Feminino,Não,Sim,Sim,40,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),96.35,3915.4,3.2116666666666664,0
4658-HCOHW,Sim,Feminino,Não,Sim,Sim,21,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,102.8,2110.15,3.4266666666666667,1
4659-NZRUF,Sim,Feminino,Não,Não,Não,19,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,95.15,1789.25,3.171666666666667,1
4660-IRIBM,Não,Masculino,Não,Sim,Sim,18,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Enviado,87.9,1500.5,2.93,0
4661-NJEUX,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,20.05,20.05,0.6683333333333333,0
4662-EKDPQ,Sim,Masculino,Não,Não,Não,2,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,Transferência Bancária (Automática),62.05,118.3,2.0683333333333334,1
4664-NJCMS,Não,Feminino,Não,Sim,Não,33,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),59.55,2016.3,1.9849999999999999,0
4667-OHGKG,Sim,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.3,19.3,0.6433333333333333,1
4667-QONEA,Não,Feminino,Sim,Sim,Sim,60,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,1 Ano,Sim,Cartão de Crédito (Automático),74.85,4456.35,2.4949999999999997,0
4670-TABXH,Não,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),109.75,7758.9,3.658333333333333,0
4671-LXRDQ,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,45.0,96.45,1.5,1
4671-VJLCL,Não,Feminino,Não,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,2 Anos,Sim,Cartão de Crédito (Automático),79.85,4861.45,2.6616666666666666,0
4672-FOTSD,Não,Masculino,Não,Não,Não,12,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,67.25,832.3,2.2416666666666667,0
4673-KKSLS,Não,Feminino,Não,Não,Não,31,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque Eletrônico,87.6,2724.25,2.92,0
4674-HGNUA,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),89.9,6457.15,2.996666666666667,0
4676-MQUEA,Não,Masculino,Sim,Sim,Não,50,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Não,1 Ano,Sim,Transferência Bancária (Automática),101.9,5265.5,3.396666666666667,0
4676-WLUHT,Não,Masculino,Não,Não,Não,54,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Não,Sim,2 Anos,Não,Transferência Bancária (Automática),46.2,2431.95,1.54,0
4678-DVQEO,Sim,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,52.2,52.2,1.74,1
4680-KUTAJ,Não,Feminino,Sim,Não,Não,11,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,55.6,580.8,1.8533333333333333,0
4682-BLBUC,Não,Masculino,Não,Sim,Não,44,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,1 Ano,Sim,Cheque Eletrônico,70.95,3250.45,2.365,0
4683-WYDOU,Não,Masculino,Não,Sim,Não,62,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),107.6,6912.7,3.5866666666666664,0
4685-ERGHK,Não,Masculino,Não,Não,Não,57,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,1 Ano,Sim,Cheque Eletrônico,86.9,4939.25,2.896666666666667,0
4685-TFLLS,Não,Masculino,Não,Sim,Sim,18,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Transferência Bancária (Automática),19.8,342.3,0.66,0
4686-GEFRM,Não,Masculino,Não,Sim,Não,70,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,2 Anos,Sim,Transferência Bancária (Automática),98.7,6858.9,3.29,0
4686-UXDML,Não,Feminino,Não,Não,Não,21,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),99.85,1992.55,3.328333333333333,0
4690-LLKUA,Sim,Masculino,Sim,Não,Não,17,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,45.05,770.6,1.5016666666666665,1
4690-PKDQG,Não,Feminino,Sim,Sim,Não,42,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,95.55,3930.6,3.185,0
4692-NNQRU,Não,Feminino,Não,Sim,Não,21,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,1 Ano,Não,Cheque Eletrônico,79.2,1742.45,2.64,0
4693-VWVBO,Não,Feminino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Eletrônico,19.55,61.05,0.6516666666666667,0
4694-PHWFW,Não,Feminino,Não,Não,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.95,170.9,0.6649999999999999,0
4695-VADHF,Sim,Masculino,Não,Sim,Sim,18,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,57.45,990.85,1.915,1
4695-WJZUE,Sim,Feminino,Sim,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,88.55,179.25,2.9516666666666667,1
4697-LUPSU,Não,Masculino,Não,Sim,Sim,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,20.2,34.75,0.6733333333333333,0
